orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
204211,2024-06-07,2024-06-15,In Process,10584,5638.56,
204212,2024-09-25,2024-09-27,Cancelled,10048,4868.4,COD
204213,2024-08-04,2024-08-06,Cancelled,10907,4757.58,Invoice
204214,2024-09-11,2024-09-20,Shipped,10064,4217.79,Credit Card
204215,2024-01-13,2024-01-15,Shipped,10662,5370.28,COD
204216,2024-05-01,2024-05-08,Cancelled,10703,6362.56,Credit Card
204217,2024-05-19,2024-05-26,In Process,10485,1215.88,
204218,2024-10-19,2024-10-29,Cancelled,10491,1465.07,Bank Transfer
204219,2024-04-22,2024-05-02,Shipped,10186,7217.42,COD
204220,2024-05-18,2024-05-21,In Process,10446,6606.06,Credit Card
204221,2024-08-08,2024-08-16,Delivered,10726,1702.6,COD
204222,2024-02-04,2024-02-12,Delivered,10656,3254.69,Bank Transfer
204223,2024-06-15,2024-06-19,Shipped,10170,5425.26,Credit Card
204224,2024-10-25,2024-11-03,Disputed,10261,5085.16,Credit Card
204225,2024-10-01,2024-10-06,In Process,10000,1133.99,COD
204226,2024-09-02,2024-09-06,Cancelled,10088,5495.3,COD
204227,2024-03-23,2024-04-02,Disputed,10774,3947.86,Bank Transfer
204228,2024-07-05,2024-07-11,Cancelled,10112,3695.78,Bank Transfer
204229,2024-01-30,2024-02-03,Delivered,10743,5695.68,Bank Transfer
204230,2024-02-05,2024-02-14,In Process,10147,4619.96,Credit Card
204231,2024-02-04,2024-02-10,Delivered,10575,5461.55,Invoice
204232,2024-03-22,2024-03-26,Disputed,10951,3595.44,COD
204233,2024-10-13,2024-10-20,Delivered,10944,5923.46,Bank Transfer
204234,2024-07-08,2024-07-10,Shipped,10873,7357.93,COD
204235,2024-08-08,2024-08-12,In Process,10650,3727.07,Invoice
204236,2024-04-26,2024-05-04,In Process,10600,5047.76,Invoice
204237,2024-08-19,2024-08-25,Shipped,10908,4910.98,Bank Transfer
204238,2024-07-12,2024-07-15,Shipped,10272,5347.77,COD
204239,2024-03-09,2024-03-14,Shipped,10328,5409.17,COD
204240,2024-10-03,2024-10-09,Shipped,10772,6167.97,Credit Card
204241,2024-02-16,2024-02-25,Cancelled,10128,1665.55,COD
204242,2024-09-28,2024-10-02,Shipped,10686,6923.82,Invoice
204243,2024-05-02,2024-05-09,Delivered,10754,3974.17,Bank Transfer
204244,2024-05-31,2024-06-08,Cancelled,10646,2363.95,COD
204245,2024-02-25,2024-03-06,In Process,10592,4657.09,Bank Transfer
204246,2024-08-29,2024-09-06,Cancelled,10285,1163.81,Credit Card
204247,2024-10-11,2024-10-16,In Process,10460,7158.97,Credit Card
204248,2024-05-31,2024-06-03,Cancelled,10938,4730.24,COD
204249,2024-09-25,2024-09-27,Shipped,10284,2596.23,COD
204250,2024-05-15,2024-05-22,In Process,10101,156.29,COD
204251,2024-02-10,2024-02-19,Disputed,10746,641.24,Credit Card
204252,2024-07-11,2024-07-21,Cancelled,10990,1916.2,Credit Card
204253,2024-04-14,2024-04-19,Delivered,10067,2675.81,COD
204254,2024-04-01,2024-04-04,Shipped,10839,6784.58,COD
204255,2024-02-29,2024-03-04,Cancelled,10851,4204.25,Bank Transfer
204256,2024-02-04,2024-02-11,Shipped,10248,4604.52,Credit Card
204257,2024-10-06,2024-10-11,Cancelled,10924,3852.24,Invoice
204258,2024-01-14,2024-01-22,Delivered,10584,2803.52,Bank Transfer
204259,2024-04-15,2024-04-19,Shipped,10929,5459.3,COD
204260,2024-04-27,2024-05-03,Delivered,10891,6356.63,Invoice
204261,2024-06-30,2024-07-09,Disputed,10116,6566.86,Credit Card
204262,2024-04-16,2024-04-26,Delivered,10549,3948.25,Bank Transfer
204263,2024-04-28,2024-05-01,Cancelled,10905,6045.05,Invoice
204264,2024-03-13,2024-03-16,Disputed,10550,786.9,Bank Transfer
204265,2024-05-27,2024-06-05,In Process,10492,3943.23,Bank Transfer
204266,2024-06-14,2024-06-20,Disputed,10628,2376.6,COD
204267,2024-10-18,2024-10-27,In Process,10402,4448.08,Invoice
204268,2024-02-15,2024-02-23,Shipped,10225,989.79,Credit Card
204269,2024-09-20,2024-09-26,In Process,10944,5535.03,Invoice
204270,2024-03-21,2024-03-25,Disputed,10105,4595.86,Bank Transfer
204271,2024-01-29,2024-02-08,Delivered,10331,4639.46,Bank Transfer
204272,2024-09-02,2024-09-08,In Process,10776,4248.78,COD
204273,2024-05-21,2024-05-31,Cancelled,10663,1022.53,Bank Transfer
204274,2024-02-27,2024-03-03,Shipped,10457,699.69,Invoice
204275,2024-07-06,2024-07-10,In Process,10957,2343.23,Credit Card
204276,2024-07-24,2024-07-29,Disputed,10973,2016.49,Invoice
204277,2024-08-11,2024-08-15,Disputed,10954,4942.89,Invoice
204278,2024-01-22,2024-01-29,Disputed,10524,1052.82,Bank Transfer
204279,2024-08-27,2024-09-06,Disputed,10158,2561.06,COD
204280,2024-02-04,2024-02-11,Delivered,10049,4541.91,Credit Card
204281,2024-08-11,2024-08-13,Cancelled,10518,5733.83,Invoice
204282,2024-07-13,2024-07-17,Shipped,10064,4005.18,Invoice
204283,2024-07-21,2024-07-23,Delivered,10544,5779.82,Credit Card
204284,2024-07-31,2024-08-03,In Process,10657,6204.04,COD
204285,2024-10-26,2024-11-03,Delivered,10231,1610.43,COD
204286,2024-03-10,2024-03-17,Disputed,10058,3292.93,Credit Card
204287,2024-04-29,2024-05-06,Cancelled,10805,6145.65,COD
204288,2024-06-30,2024-07-06,Cancelled,10483,2296.55,Invoice
204289,2024-06-23,2024-06-28,Shipped,10495,5798.25,COD
204290,2024-04-10,2024-04-16,In Process,10046,1707.34,Invoice
204291,2024-07-25,2024-07-31,Cancelled,10798,4491.31,Credit Card
204292,2024-09-24,2024-10-01,Shipped,10355,3113.05,Credit Card
204293,2024-01-02,2024-01-09,Disputed,10421,611.15,COD
204294,2024-08-07,2024-08-17,Cancelled,10170,3036.49,Bank Transfer
204295,2024-09-27,2024-10-06,Delivered,10452,3344.36,Credit Card
204296,2024-09-18,2024-09-25,Delivered,10881,5755.74,Invoice
204297,2024-08-15,2024-08-23,Cancelled,10910,3065.24,Invoice
204298,2024-01-28,2024-02-03,Delivered,10517,6105.9,Invoice
204299,2024-08-10,2024-08-15,Shipped,10286,703.75,Bank Transfer
204300,2024-01-08,2024-01-13,In Process,10805,2297.49,Bank Transfer
204301,2024-05-02,2024-05-05,In Process,10714,5427.89,Invoice
204302,2024-08-20,2024-08-22,Delivered,10645,2421.66,Credit Card
204303,2024-05-17,2024-05-20,Cancelled,10667,3606.11,Invoice
204304,2024-02-03,2024-02-11,Cancelled,10858,4783.89,COD
204305,2024-05-10,2024-05-16,Delivered,10060,6187.52,Bank Transfer
204306,2024-07-13,2024-07-23,In Process,10140,1955.72,COD
204307,2024-02-08,2024-02-18,Shipped,10931,2027.08,Bank Transfer
204308,2024-05-12,2024-05-16,Cancelled,10000,205.75,Credit Card
204309,2024-02-10,2024-02-19,Delivered,10296,701.44,COD
204310,2024-07-09,2024-07-12,In Process,10189,4192.29,Bank Transfer
204311,2024-10-11,2024-10-20,Delivered,10463,6429.98,Credit Card
204312,2024-09-04,2024-09-11,Delivered,10873,1595.42,Invoice
204313,2024-08-20,2024-08-26,Shipped,10837,3797.55,Invoice
204314,2024-04-08,2024-04-13,Delivered,10894,4192.6,Bank Transfer
204315,2024-09-04,2024-09-13,Shipped,10836,5702.59,Bank Transfer
204316,2024-06-24,2024-06-27,Shipped,10098,5707.84,COD
204317,2024-03-24,2024-04-02,Cancelled,10329,1777.28,Credit Card
204318,2024-09-30,2024-10-05,Delivered,10888,4679.66,COD
204319,2024-08-01,2024-08-10,In Process,10421,3759.28,Credit Card
204320,2024-05-05,2024-05-12,Delivered,10072,2221.98,Invoice
204321,2024-08-04,2024-08-09,Shipped,10479,4623.94,Credit Card
204322,2024-07-09,2024-07-17,In Process,10890,3999.51,COD
204323,2024-01-31,2024-02-07,Cancelled,10900,682.99,Invoice
204324,2024-09-02,2024-09-09,Delivered,10855,2763.96,Credit Card
204325,2024-06-13,2024-06-22,Shipped,10441,2957.08,Bank Transfer
204326,2024-08-09,2024-08-12,Disputed,10557,5598.93,Bank Transfer
204327,2024-07-18,2024-07-21,In Process,10910,229.48,COD
204328,2024-09-26,2024-10-02,Cancelled,10528,780.2,Bank Transfer
204329,2024-09-30,2024-10-09,In Process,10947,1472.55,Invoice
204330,2024-08-14,2024-08-16,In Process,10570,617.78,Credit Card
204331,2024-05-13,2024-05-23,Shipped,10819,301.48,COD
204332,2024-02-17,2024-02-20,Shipped,10286,5955.99,Credit Card
204333,2024-03-28,2024-04-01,In Process,10887,5122.3,COD
204334,2024-03-18,2024-03-27,Shipped,10705,1333.79,COD
204335,2024-07-20,2024-07-28,Cancelled,10618,3851.42,Bank Transfer
204336,2024-04-26,2024-04-30,Disputed,10592,1394.69,COD
204337,2024-08-15,2024-08-24,Delivered,10738,5787.74,Invoice
204338,2024-08-30,2024-09-02,Disputed,10587,4341.95,Credit Card
204339,2024-03-27,2024-03-29,Disputed,10472,5245.22,Credit Card
204340,2024-04-26,2024-05-05,Disputed,10927,2041.99,COD
204341,2024-09-30,2024-10-02,In Process,10802,3673.19,Invoice
204342,2024-03-02,2024-03-11,Cancelled,10030,5443.76,COD
204343,2024-05-22,2024-05-25,Shipped,10445,2423.04,Bank Transfer
204344,2024-02-16,2024-02-25,Disputed,10924,5035.88,Bank Transfer
204345,2024-09-29,2024-10-03,Cancelled,10297,2913.21,Credit Card
204346,2024-09-08,2024-09-12,Delivered,10174,3422.99,Invoice
204347,2024-05-20,2024-05-29,Shipped,10462,3741.77,COD
204348,2024-02-13,2024-02-16,Shipped,10298,5881.91,Bank Transfer
204349,2024-08-29,2024-09-04,Cancelled,10312,2032.08,Bank Transfer
204350,2024-08-27,2024-09-04,Delivered,10014,4317.63,Invoice
204351,2024-09-11,2024-09-19,Delivered,10320,6722.6,Credit Card
204352,2024-07-04,2024-07-08,Cancelled,10978,3909.26,COD
204353,2024-04-27,2024-05-06,Delivered,10716,92.14,COD
204354,2024-06-17,2024-06-24,Delivered,10198,718.67,Bank Transfer
204355,2024-04-20,2024-04-25,In Process,10324,158.72,Bank Transfer
204356,2024-01-28,2024-02-06,Cancelled,10982,3746.43,Bank Transfer
204357,2024-05-02,2024-05-10,Shipped,10569,4311.13,COD
204358,2024-10-22,2024-10-29,Delivered,10125,109.98,COD
204359,2024-03-18,2024-03-22,Cancelled,10604,3740.73,COD
204360,2024-02-29,2024-03-08,Delivered,10167,6036.74,COD
204361,2024-06-14,2024-06-16,In Process,10260,862.17,COD
204362,2024-08-10,2024-08-14,Cancelled,10482,81.9,COD
204363,2024-09-16,2024-09-24,Delivered,10201,5512.87,Invoice
204364,2024-06-10,2024-06-20,Cancelled,10899,3418.2,Bank Transfer
204365,2024-10-17,2024-10-19,Disputed,10886,1978.82,Invoice
204366,2024-09-05,2024-09-07,Delivered,10276,4842.81,Credit Card
204367,2024-06-26,2024-07-03,Cancelled,10428,6355.65,Bank Transfer
204368,2024-10-16,2024-10-25,Disputed,10837,1388.99,Credit Card
204369,2024-08-08,2024-08-10,Disputed,10136,1368.43,Invoice
204370,2024-03-10,2024-03-15,Shipped,10240,1369.23,COD
204371,2024-06-10,2024-06-14,Delivered,10812,5025.28,Credit Card
204372,2024-01-28,2024-02-03,Delivered,10205,2295.45,COD
204373,2024-03-21,2024-03-29,In Process,10532,3542.91,Invoice
204374,2024-06-17,2024-06-23,Delivered,10804,687.34,Bank Transfer
204375,2024-02-13,2024-02-20,Cancelled,10993,1787.36,COD
204376,2024-04-01,2024-04-06,Disputed,10573,3925.04,Credit Card
204377,2024-01-23,2024-02-01,Delivered,10825,3197.34,Bank Transfer
204378,2024-02-10,2024-02-17,In Process,10043,5996.76,Bank Transfer
204379,2024-05-31,2024-06-04,In Process,10051,725.58,Invoice
204380,2024-04-03,2024-04-10,Shipped,10828,602.45,Invoice
204381,2024-01-06,2024-01-15,In Process,10879,1167.59,Credit Card
204382,2024-10-18,2024-10-21,Delivered,10860,5951.45,Bank Transfer
204383,2024-07-18,2024-07-22,In Process,10710,1473.52,COD
204384,2024-01-20,2024-01-29,Cancelled,10714,1501.33,Bank Transfer
204385,2024-08-29,2024-09-05,Delivered,10674,2105.17,Invoice
204386,2024-05-23,2024-05-29,Shipped,10589,7284.61,Credit Card
204387,2024-04-16,2024-04-20,Shipped,10284,5020.15,COD
204388,2024-10-11,2024-10-15,Shipped,10647,4927.07,COD
204389,2024-09-16,2024-09-24,Cancelled,10453,4361.78,Credit Card
204390,2024-07-04,2024-07-07,Delivered,10125,2462.53,Invoice
204391,2024-08-08,2024-08-11,In Process,10404,6216.0,Credit Card
204392,2024-02-01,2024-02-07,In Process,10963,1437.37,Credit Card
204393,2024-06-22,2024-06-26,Disputed,10309,7212.61,COD
204394,2024-09-13,2024-09-15,In Process,10375,3677.12,COD
204395,2024-07-19,2024-07-25,In Process,10073,514.59,Bank Transfer
204396,2024-07-18,2024-07-23,Shipped,10032,5026.07,Bank Transfer
204397,2024-03-12,2024-03-15,Shipped,10893,6880.63,Bank Transfer
204398,2024-06-04,2024-06-06,Disputed,10546,2545.12,Bank Transfer
204399,2024-08-15,2024-08-20,Shipped,10080,2051.54,COD
204400,2024-03-03,2024-03-12,In Process,10759,1902.26,COD
204401,2024-08-01,2024-08-04,Cancelled,10414,2338.66,Bank Transfer
204402,2024-06-01,2024-06-03,Delivered,10242,1621.24,Credit Card
204403,2024-08-27,2024-09-02,Disputed,10920,911.85,COD
204404,2024-08-21,2024-08-24,Shipped,10787,5004.82,Bank Transfer
204405,2024-02-28,2024-03-05,Shipped,10976,345.44,Bank Transfer
204406,2024-08-10,2024-08-17,Delivered,10046,2658.62,Credit Card
204407,2024-04-09,2024-04-17,In Process,10926,1379.71,COD
204408,2024-04-26,2024-05-02,Delivered,10739,7033.31,Bank Transfer
204409,2024-10-03,2024-10-06,In Process,10106,2061.42,Credit Card
204410,2024-02-11,2024-02-19,Shipped,10718,509.41,Credit Card
204411,2024-01-26,2024-02-03,Cancelled,10895,3557.03,COD
204412,2024-04-03,2024-04-06,Shipped,10023,2265.99,Credit Card
204413,2024-03-07,2024-03-14,Shipped,10094,458.95,COD
204414,2024-10-14,2024-10-17,Shipped,10656,5865.16,
204415,2024-03-25,2024-03-30,Disputed,10266,4739.07,COD
204416,2024-01-08,2024-01-10,In Process,10200,5328.11,Invoice
204417,2024-02-24,2024-03-03,Delivered,10080,6722.7,Bank Transfer
204418,2024-02-12,2024-02-22,Cancelled,10254,5232.86,Bank Transfer
204419,2024-08-18,2024-08-24,Shipped,10033,1006.93,Invoice
204420,2024-05-18,2024-05-22,Cancelled,10196,7186.49,COD
204421,2024-01-07,2024-01-12,Delivered,10515,3661.47,
204422,2024-09-08,2024-09-13,Disputed,10516,6751.52,Invoice
204423,2024-09-13,2024-09-23,Delivered,10522,3176.67,Bank Transfer
204424,2024-03-29,2024-04-04,Delivered,10676,6661.45,Bank Transfer
204425,2024-04-06,2024-04-15,Disputed,10644,7150.9,COD
204426,2024-01-13,2024-01-19,Delivered,10280,5490.08,COD
204427,2024-10-12,2024-10-18,Cancelled,10058,7401.02,COD
204428,2024-03-14,2024-03-23,Cancelled,10543,6335.16,COD
204429,2024-07-17,2024-07-27,Shipped,10549,4617.69,Invoice
204430,2024-04-07,2024-04-10,Shipped,10756,3091.61,Bank Transfer
204431,2024-02-15,2024-02-22,Shipped,10320,5541.19,Credit Card
204432,2024-10-15,2024-10-22,In Process,10614,6749.14,Invoice
204433,2024-01-14,2024-01-17,Delivered,10120,2599.11,Credit Card
204434,2024-05-05,2024-05-07,In Process,10754,5984.23,Invoice
204435,2024-01-27,2024-01-31,Delivered,10356,2674.68,Invoice
204436,2024-07-25,2024-07-28,Shipped,10632,2904.78,Bank Transfer
204437,2024-03-13,2024-03-19,Shipped,10816,1285.6,Bank Transfer
204438,2024-09-11,2024-09-18,Cancelled,10645,1193.01,COD
204439,2024-04-20,2024-04-30,Disputed,10217,6243.96,Credit Card
204440,2024-04-11,2024-04-17,Shipped,10802,1587.22,Bank Transfer
204441,2024-06-25,2024-07-04,Disputed,10028,1007.82,Credit Card
204442,2024-02-09,2024-02-16,Disputed,10306,4230.09,Credit Card
204443,2024-10-11,2024-10-18,Shipped,10722,1405.15,COD
204444,2024-08-30,2024-09-02,Delivered,10042,1709.86,Credit Card
204445,2024-10-01,2024-10-07,Disputed,10027,4867.24,Bank Transfer
204446,2024-07-31,2024-08-03,Delivered,10428,4664.03,Credit Card
204447,2024-06-14,2024-06-22,Shipped,10037,3283.1,COD
204448,2024-07-17,2024-07-20,In Process,10445,5982.07,Bank Transfer
204449,2024-09-15,2024-09-17,Disputed,10648,1915.93,Credit Card
204450,2024-02-24,2024-02-28,Disputed,10816,1137.32,Invoice
204451,2024-03-09,2024-03-16,Delivered,10843,2738.27,COD
204452,2024-08-24,2024-08-26,In Process,10049,2799.58,Bank Transfer
204453,2024-01-07,2024-01-13,Cancelled,10207,1397.42,Invoice
204454,2024-07-07,2024-07-14,Shipped,10702,4493.01,COD
204455,2024-05-08,2024-05-18,Shipped,10373,6009.61,Bank Transfer
204456,2024-03-22,2024-03-28,Shipped,10986,3383.02,Credit Card
204457,2024-03-19,2024-03-24,Shipped,10806,1744.41,Bank Transfer
204458,2024-07-28,2024-08-01,In Process,10242,4067.87,Bank Transfer
204459,2024-04-09,2024-04-17,Delivered,10470,4013.94,Invoice
204460,2024-06-23,2024-06-29,Cancelled,10678,2653.95,Invoice
204461,2024-06-01,2024-06-09,Cancelled,10599,5389.98,Credit Card
204462,2024-07-11,2024-07-18,In Process,10744,4114.68,COD
204463,2024-05-05,2024-05-14,Cancelled,10839,2953.07,Credit Card
204464,2024-02-26,2024-02-28,Shipped,10442,4613.43,COD
204465,2024-02-26,2024-03-05,Disputed,10782,706.52,Credit Card
204466,2024-01-13,2024-01-22,In Process,10817,199.63,Bank Transfer
204467,2024-03-03,2024-03-09,Delivered,10208,3743.97,Invoice
204468,2024-09-04,2024-09-12,Cancelled,10228,1449.02,Credit Card
204469,2024-08-17,2024-08-27,Delivered,10570,5261.61,Bank Transfer
204470,2024-08-18,2024-08-26,Shipped,10113,4768.28,COD
204471,2024-03-05,2024-03-13,Cancelled,10669,3436.07,COD
204472,2024-03-29,2024-04-08,Shipped,10427,1136.89,Credit Card
204473,2024-03-25,2024-03-29,Delivered,10196,2133.25,COD
204474,2024-08-25,2024-09-02,Cancelled,10025,417.85,Bank Transfer
204475,2024-03-14,2024-03-24,Disputed,10566,6501.7,Invoice
204476,2024-06-04,2024-06-11,In Process,10593,5761.56,Invoice
204477,2024-01-15,2024-01-19,Cancelled,10741,4502.06,Invoice
204478,2024-05-18,2024-05-21,Shipped,10288,2839.88,Invoice
204479,2024-06-24,2024-07-01,Disputed,10766,6563.97,Invoice
204480,2024-01-05,2024-01-13,Delivered,10783,167.89,Credit Card
204481,2024-02-13,2024-02-22,In Process,10824,5310.18,Credit Card
204482,2024-05-18,2024-05-22,In Process,10112,1008.22,Credit Card
204483,2024-03-03,2024-03-05,Delivered,10099,5612.48,Credit Card
204484,2024-02-16,2024-02-22,Shipped,10158,6159.54,Credit Card
204485,2024-02-17,2024-02-23,Cancelled,10907,1517.82,Credit Card
204486,2024-02-13,2024-02-16,In Process,10826,2071.56,COD
204487,2024-03-11,2024-03-16,Cancelled,10330,3367.92,Bank Transfer
204488,2024-02-02,2024-02-08,Disputed,10195,293.99,COD
204489,2024-03-24,2024-04-02,Cancelled,10631,3671.62,COD
204490,2024-09-27,2024-10-03,In Process,10345,5815.71,Invoice
204491,2024-01-24,2024-01-26,Shipped,10098,1739.85,COD
204492,2024-07-29,2024-08-02,Delivered,10888,6652.29,COD
204493,2024-02-19,2024-02-22,Shipped,10486,3025.01,COD
204494,2024-03-11,2024-03-16,Cancelled,10360,6351.29,COD
204495,2024-03-22,2024-03-24,Delivered,10220,1113.66,Invoice
204496,2024-09-25,2024-09-29,Shipped,10734,4861.44,COD
204497,2024-01-26,2024-02-03,In Process,10777,6652.77,Invoice
204498,2024-03-25,2024-04-03,Disputed,10858,4514.71,Bank Transfer
204499,2024-05-17,2024-05-25,Delivered,10757,251.41,Bank Transfer
204500,2024-05-25,2024-06-02,Shipped,10239,5006.99,COD
204501,2024-09-19,2024-09-22,In Process,10759,5226.95,COD
204502,2024-01-14,2024-01-17,Delivered,10253,3202.55,
204503,2024-06-23,2024-06-29,Delivered,10737,5400.24,Credit Card
204504,2024-09-06,2024-09-14,Disputed,10564,4317.41,Invoice
204505,2024-05-02,2024-05-05,Disputed,10655,4495.95,Bank Transfer
204506,2024-04-11,2024-04-14,Shipped,10114,1354.9,Credit Card
204507,2024-04-23,2024-04-26,Disputed,10941,7010.96,Invoice
204508,2024-08-14,2024-08-24,In Process,10036,106.15,COD
204509,2024-04-22,2024-04-29,Shipped,10819,1425.45,COD
204510,2024-06-13,2024-06-20,Disputed,10262,4715.14,Invoice
204511,2024-02-23,2024-03-03,Delivered,10405,7320.13,Credit Card
204512,2024-01-07,2024-01-12,Shipped,10638,1855.5,Credit Card
204513,2024-09-08,2024-09-13,Disputed,10343,3429.06,COD
204514,2024-03-24,2024-03-29,Shipped,10678,3273.35,Invoice
204515,2024-04-14,2024-04-23,Shipped,10735,2439.61,Bank Transfer
204516,2024-05-20,2024-05-27,Shipped,10353,5133.81,COD
204517,2024-05-08,2024-05-11,Disputed,10435,3324.65,Bank Transfer
204518,2024-02-10,2024-02-18,Cancelled,10986,3304.6,Invoice
204519,2024-08-16,2024-08-18,Delivered,10713,4434.67,Bank Transfer
204520,2024-09-10,2024-09-19,Delivered,10470,6325.53,COD
204521,2024-06-26,2024-06-28,Disputed,10338,7423.37,COD
204522,2024-01-04,2024-01-12,Shipped,10194,6098.85,COD
204523,2024-05-09,2024-05-12,In Process,10163,4562.92,Credit Card
204524,2024-06-04,2024-06-14,Delivered,10276,4548.27,Invoice
204525,2024-07-18,2024-07-27,Shipped,10727,1814.5,Credit Card
204526,2024-02-18,2024-02-26,Shipped,10479,4421.61,Invoice
204527,2024-08-28,2024-09-05,Delivered,10824,7111.25,Bank Transfer
204528,2024-10-02,2024-10-09,Cancelled,10738,843.52,COD
204529,2024-04-27,2024-05-01,In Process,10565,5996.8,COD
204530,2024-07-10,2024-07-19,Cancelled,10348,5840.42,Bank Transfer
204531,2024-05-17,2024-05-22,Disputed,10533,5886.25,Credit Card
204532,2024-08-26,2024-09-04,Disputed,10209,6590.39,Credit Card
204533,2024-08-03,2024-08-08,Shipped,10158,5039.67,Invoice
204534,2024-01-08,2024-01-10,Disputed,10472,7072.07,Credit Card
204535,2024-09-13,2024-09-15,Shipped,10407,2797.1,Credit Card
204536,2024-09-18,2024-09-27,Cancelled,10036,5269.33,Invoice
204537,2024-03-23,2024-04-02,Disputed,10445,378.05,Bank Transfer
204538,2024-08-06,2024-08-14,Disputed,10433,5212.51,COD
204539,2024-01-18,2024-01-21,Cancelled,10838,937.9,COD
204540,2024-02-21,2024-02-27,Disputed,10541,6441.89,Invoice
204541,2024-04-06,2024-04-11,Cancelled,10912,5050.07,Invoice
204542,2024-07-30,2024-08-02,Disputed,10087,5972.4,Bank Transfer
204543,2024-06-22,2024-07-02,Delivered,10184,5700.59,Credit Card
204544,2024-02-02,2024-02-09,Disputed,10924,3491.19,COD
204545,2024-02-01,2024-02-06,Shipped,10843,5990.15,Bank Transfer
204546,2024-08-09,2024-08-12,Shipped,10861,6612.53,Bank Transfer
204547,2024-08-14,2024-08-20,In Process,10600,335.88,Bank Transfer
204548,2024-05-07,2024-05-13,In Process,10081,2325.93,COD
204549,2024-03-15,2024-03-20,Disputed,10669,5761.59,COD
204550,2024-06-18,2024-06-22,Shipped,10032,1116.58,Credit Card
204551,2024-09-29,2024-10-08,Shipped,10651,5785.93,Bank Transfer
204552,2024-01-06,2024-01-15,Cancelled,10614,3001.82,COD
204553,2024-01-04,2024-01-13,Delivered,10130,4991.55,Credit Card
204554,2024-03-10,2024-03-20,In Process,10486,748.08,COD
204555,2024-03-20,2024-03-30,In Process,10461,5947.91,COD
204556,2024-09-23,2024-09-28,Cancelled,10062,5647.06,COD
204557,2024-04-29,2024-05-02,Cancelled,10288,4155.14,Invoice
204558,2024-03-21,2024-03-28,Shipped,10697,6115.42,COD
204559,2024-01-15,2024-01-19,Cancelled,10305,79.5,COD
204560,2024-10-21,2024-10-26,Shipped,10863,7141.42,Bank Transfer
204561,2024-05-23,2024-05-30,Disputed,10792,3429.71,Credit Card
204562,2024-10-01,2024-10-11,Disputed,10777,2357.99,Invoice
204563,2024-01-10,2024-01-18,In Process,10660,4897.73,Credit Card
204564,2024-09-06,2024-09-10,Disputed,10261,3159.65,Invoice
204565,2024-05-16,2024-05-25,Cancelled,10657,2915.73,Bank Transfer
204566,2024-01-08,2024-01-17,In Process,10460,5457.04,Bank Transfer
204567,2024-07-18,2024-07-23,Shipped,10866,4987.11,Invoice
204568,2024-06-20,2024-06-26,Disputed,10766,173.29,Invoice
204569,2024-02-22,2024-03-03,In Process,10427,2400.6,COD
204570,2024-01-13,2024-01-21,Cancelled,10004,6894.46,Bank Transfer
204571,2024-03-21,2024-03-27,In Process,10771,6912.75,COD
204572,2024-07-21,2024-07-30,Disputed,10192,4309.41,Invoice
204573,2024-04-06,2024-04-09,Shipped,10024,2548.39,Credit Card
204574,2024-03-15,2024-03-17,Shipped,10971,3532.89,Credit Card
204575,2024-07-22,2024-07-30,In Process,10929,5288.6,Credit Card
204576,2024-01-09,2024-01-16,Cancelled,10538,5682.73,Credit Card
204577,2024-01-25,2024-02-01,Cancelled,10822,3488.54,COD
204578,2024-02-15,2024-02-24,In Process,10617,5576.28,Bank Transfer
204579,2024-03-30,2024-04-09,Cancelled,10938,5512.4,Credit Card
204580,2024-10-14,2024-10-21,In Process,10822,4187.86,Invoice
204581,2024-04-05,2024-04-15,Shipped,10729,4234.41,COD
204582,2024-10-21,2024-10-29,Cancelled,10054,196.42,Bank Transfer
204583,2024-05-17,2024-05-21,Cancelled,10734,6150.57,Credit Card
204584,2024-05-27,2024-06-02,Delivered,10868,6575.83,COD
204585,2024-04-23,2024-04-30,Cancelled,10604,3714.42,Bank Transfer
204586,2024-08-03,2024-08-09,Cancelled,10769,6404.92,Bank Transfer
204587,2024-02-28,2024-03-09,Cancelled,10068,5170.21,Invoice
204588,2024-07-22,2024-07-29,In Process,10834,3179.73,COD
204589,2024-03-29,2024-04-03,Delivered,10539,5977.12,Credit Card
204590,2024-04-09,2024-04-16,Disputed,10891,3680.69,Credit Card
204591,2024-01-27,2024-02-03,Delivered,10572,7299.28,COD
204592,2024-04-20,2024-04-23,Delivered,10986,3949.32,Invoice
204593,2024-03-19,2024-03-22,In Process,10121,2237.76,Credit Card
204594,2024-08-22,2024-08-24,Shipped,10135,7145.66,Credit Card
204595,2024-10-18,2024-10-21,In Process,10459,4816.53,Invoice
204596,2024-04-15,2024-04-24,Disputed,10342,5210.32,Credit Card
204597,2024-09-08,2024-09-14,Delivered,10116,4282.02,Invoice
204598,2024-07-24,2024-08-03,Disputed,10805,4813.55,Bank Transfer
204599,2024-04-01,2024-04-05,Delivered,10902,4406.3,Invoice
204600,2024-04-02,2024-04-09,In Process,10816,6587.78,Credit Card
204601,2024-04-29,2024-05-06,Shipped,10983,4762.92,COD
204602,2024-01-29,2024-02-03,Disputed,10324,6327.39,Bank Transfer
204603,2024-01-05,2024-01-12,Delivered,10733,7114.65,Invoice
204604,2024-04-07,2024-04-11,In Process,10775,2517.05,Bank Transfer
204605,2024-02-29,2024-03-08,Disputed,10524,5034.07,Invoice
204606,2024-09-13,2024-09-17,Shipped,10778,4684.24,COD
