orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
203655,2024-06-18,2024-06-24,Cancelled,10575,3978.47,Invoice
203656,2024-09-10,2024-09-16,Shipped,10495,5020.66,Credit Card
203657,2024-07-03,2024-07-11,In Process,10254,1929.82,Credit Card
203658,2024-05-15,2024-05-19,Delivered,10909,3213.94,COD
203659,2024-07-28,2024-08-03,Cancelled,10844,3450.0,COD
203660,2024-05-17,2024-05-24,In Process,10297,7241.32,Bank Transfer
203661,2024-08-12,2024-08-16,Cancelled,10959,3598.28,Invoice
203662,2024-04-17,2024-04-20,Disputed,10345,4254.39,Invoice
203663,2024-08-05,2024-08-13,Cancelled,10291,4443.63,COD
203664,2024-10-04,2024-10-06,Disputed,10094,928.71,Bank Transfer
203665,2024-02-27,2024-03-03,In Process,10952,3654.8,Bank Transfer
203666,2024-05-20,2024-05-26,Delivered,10519,1131.66,Credit Card
203667,2024-02-05,2024-02-08,In Process,10526,180.53,Bank Transfer
203668,2024-01-29,2024-02-02,Disputed,10215,5120.35,Bank Transfer
203669,2024-03-17,2024-03-23,Delivered,10584,4084.58,COD
203670,2024-03-02,2024-03-09,Delivered,10902,3278.21,Bank Transfer
203671,2024-03-05,2024-03-11,In Process,10771,4356.86,Invoice
203672,2024-02-12,2024-02-17,Cancelled,10493,5321.41,Bank Transfer
203673,2024-01-27,2024-01-30,Cancelled,10449,1102.77,Bank Transfer
203674,2024-06-24,2024-07-04,Delivered,10268,5755.34,Credit Card
203675,2024-08-11,2024-08-21,Cancelled,10544,355.37,Credit Card
203676,2024-10-07,2024-10-12,Disputed,10290,3239.14,Bank Transfer
203677,2024-07-25,2024-07-27,In Process,10977,3206.19,Credit Card
203678,2024-02-18,2024-02-27,Disputed,10905,761.26,Credit Card
203679,2024-01-04,2024-01-11,Disputed,10108,5793.77,Credit Card
203680,2024-02-17,2024-02-20,Delivered,10366,1083.94,COD
203681,2024-04-22,2024-04-27,Disputed,10960,3973.81,Credit Card
203682,2024-03-31,2024-04-07,Delivered,10526,980.87,Bank Transfer
203683,2024-03-08,2024-03-12,Shipped,10211,1411.82,Invoice
203684,2024-04-08,2024-04-13,Shipped,10790,5126.35,COD
203685,2024-02-05,2024-02-13,In Process,10804,5303.46,COD
203686,2024-03-22,2024-03-26,Disputed,10658,2357.23,Invoice
203687,2024-07-07,2024-07-16,Cancelled,10631,3395.18,Invoice
203688,2024-09-07,2024-09-13,Cancelled,10895,7147.39,Bank Transfer
203689,2024-05-03,2024-05-13,Disputed,10487,453.7,Credit Card
203690,2024-07-27,2024-07-30,In Process,10029,2269.59,Credit Card
203691,2024-03-13,2024-03-20,Disputed,10112,6767.08,COD
203692,2024-06-15,2024-06-17,Shipped,10575,6563.33,Bank Transfer
203693,2024-01-31,2024-02-06,Disputed,10666,3592.28,Credit Card
203694,2024-08-11,2024-08-16,Cancelled,10667,6901.48,Bank Transfer
203695,2024-04-25,2024-04-28,Cancelled,10525,4333.31,Invoice
203696,2024-05-13,2024-05-23,In Process,10357,755.15,Credit Card
203697,2024-05-10,2024-05-17,Delivered,10230,4618.42,Credit Card
203698,2024-03-07,2024-03-16,Disputed,10433,1431.94,Credit Card
203699,2024-03-29,2024-04-03,In Process,10330,7246.5,Credit Card
203700,2024-09-11,2024-09-13,Shipped,10420,4913.97,Invoice
203701,2024-08-15,2024-08-25,Delivered,10640,6661.77,Credit Card
203702,2024-10-26,2024-10-31,Cancelled,10289,119.99,Credit Card
203703,2024-09-08,2024-09-11,Cancelled,10959,6674.37,Invoice
203704,2024-04-28,2024-05-01,Cancelled,10110,6149.92,Invoice
203705,2024-10-14,2024-10-24,Delivered,10594,6795.31,COD
203706,2024-05-05,2024-05-10,Delivered,10818,4252.05,Invoice
203707,2024-07-18,2024-07-27,Delivered,10885,6050.24,Bank Transfer
203708,2024-01-13,2024-01-23,Disputed,10517,2423.68,Invoice
203709,2024-08-23,2024-09-02,Delivered,10204,793.43,Bank Transfer
203710,2024-03-01,2024-03-11,Shipped,10110,1380.18,COD
203711,2024-06-20,2024-06-23,Disputed,10111,1580.18,COD
203712,2024-05-07,2024-05-13,Delivered,10292,4091.82,Bank Transfer
203713,2024-06-20,2024-06-24,Delivered,10624,7243.34,Bank Transfer
203714,2024-05-12,2024-05-22,Cancelled,10825,5378.54,Credit Card
203715,2024-10-09,2024-10-13,Cancelled,10540,7066.96,Credit Card
203716,2024-01-19,2024-01-23,In Process,10114,3403.9,Invoice
203717,2024-06-12,2024-06-21,Cancelled,10151,7185.93,COD
203718,2024-01-19,2024-01-25,Shipped,10052,1906.22,Credit Card
203719,2024-01-24,2024-01-30,Shipped,10146,542.66,Bank Transfer
203720,2024-06-29,2024-07-04,Cancelled,10775,4761.18,Invoice
203721,2024-02-25,2024-03-01,Cancelled,10902,3062.71,COD
203722,2024-10-09,2024-10-18,Cancelled,10274,1373.84,Credit Card
203723,2024-04-05,2024-04-12,Cancelled,10863,1131.03,COD
203724,2024-07-29,2024-08-01,Delivered,10542,3326.86,COD
203725,2024-04-07,2024-04-11,Delivered,10861,3032.05,Credit Card
203726,2024-10-01,2024-10-05,In Process,10423,4704.35,COD
203727,2024-04-01,2024-04-05,Delivered,10683,432.48,COD
203728,2024-02-27,2024-02-29,Disputed,10991,4116.21,Bank Transfer
203729,2024-04-07,2024-04-15,Shipped,10332,4615.64,Invoice
203730,2024-03-30,2024-04-03,In Process,10456,2338.76,Bank Transfer
203731,2024-08-03,2024-08-09,Disputed,10405,3552.1,
203732,2024-01-18,2024-01-27,Delivered,10617,1620.91,Credit Card
203733,2024-05-23,2024-05-29,Cancelled,10317,3011.39,Credit Card
203734,2024-02-18,2024-02-23,In Process,10388,1720.87,COD
203735,2024-02-03,2024-02-06,Shipped,10049,2693.18,Invoice
203736,2024-07-21,2024-07-31,Cancelled,10085,6204.07,COD
203737,2024-06-16,2024-06-18,Disputed,10437,4345.93,COD
203738,2024-03-03,2024-03-08,In Process,10631,7499.41,COD
203739,2024-05-20,2024-05-22,Delivered,10813,297.16,Invoice
203740,2024-01-07,2024-01-12,Delivered,10878,2513.82,COD
203741,2024-01-02,2024-01-10,In Process,10064,203.52,COD
203742,2024-04-06,2024-04-11,In Process,10977,979.53,Invoice
203743,2024-04-17,2024-04-24,Delivered,10031,5186.98,Bank Transfer
203744,2024-10-20,2024-10-22,Cancelled,10783,1418.04,Credit Card
203745,2024-08-21,2024-08-23,Delivered,10215,2781.68,Credit Card
203746,2024-04-22,2024-04-27,Shipped,10789,987.08,
203747,2024-09-12,2024-09-20,Delivered,10919,2680.55,COD
203748,2024-08-10,2024-08-12,Shipped,10947,4902.54,Invoice
203749,2024-02-08,2024-02-13,Shipped,10409,7448.1,Credit Card
203750,2024-10-04,2024-10-12,Disputed,10457,5387.56,Bank Transfer
203751,2024-02-26,2024-03-03,In Process,10657,5002.38,Invoice
203752,2024-03-15,2024-03-17,Delivered,10142,7076.07,Credit Card
203753,2024-02-25,2024-03-05,Delivered,10371,1041.05,COD
203754,2024-02-17,2024-02-21,Cancelled,10350,6507.68,Credit Card
203755,2024-10-08,2024-10-13,In Process,10104,5831.19,Credit Card
203756,2024-05-12,2024-05-14,In Process,10431,4408.16,Credit Card
203757,2024-08-17,2024-08-23,Shipped,10475,4318.96,Bank Transfer
203758,2024-08-01,2024-08-04,In Process,10113,2686.23,Invoice
203759,2024-01-16,2024-01-18,Disputed,10659,4361.02,Bank Transfer
203760,2024-02-02,2024-02-12,Cancelled,10535,6689.1,Invoice
203761,2024-09-21,2024-09-24,Delivered,10165,6586.36,Invoice
203762,2024-05-11,2024-05-18,Delivered,10510,3078.16,Bank Transfer
203763,2024-07-24,2024-07-31,Cancelled,10277,2061.59,Invoice
203764,2024-02-25,2024-03-04,Cancelled,10705,7230.58,Bank Transfer
203765,2024-01-10,2024-01-15,Cancelled,10264,7369.02,Bank Transfer
203766,2024-02-22,2024-02-29,In Process,10046,1743.33,Invoice
203767,2024-08-31,2024-09-09,Disputed,10477,5684.37,Bank Transfer
203768,2024-01-24,2024-02-01,In Process,10748,1860.4,COD
203769,2024-09-27,2024-10-03,Disputed,10155,1785.89,Credit Card
203770,2024-08-18,2024-08-27,In Process,10366,5424.23,COD
203771,2024-07-13,2024-07-18,Cancelled,10307,2214.79,COD
203772,2024-07-23,2024-07-27,Cancelled,10222,2292.16,Bank Transfer
203773,2024-09-10,2024-09-19,Shipped,10178,534.21,Credit Card
203774,2024-07-20,2024-07-30,Cancelled,10212,313.58,Credit Card
203775,2024-08-03,2024-08-06,Disputed,10375,3176.51,COD
203776,2024-10-04,2024-10-13,Cancelled,10941,2754.65,Bank Transfer
203777,2024-03-08,2024-03-16,Disputed,10303,3281.26,COD
203778,2024-05-27,2024-06-05,Delivered,10161,1639.46,Invoice
203779,2024-10-02,2024-10-05,Cancelled,10802,4155.84,Invoice
203780,2024-04-18,2024-04-25,In Process,10888,563.37,Invoice
203781,2024-03-07,2024-03-11,Shipped,10310,856.39,Credit Card
203782,2024-07-28,2024-08-05,Shipped,10313,5283.3,Invoice
203783,2024-09-21,2024-09-27,In Process,10867,2726.05,COD
203784,2024-04-07,2024-04-17,In Process,10642,5513.12,Invoice
203785,2024-05-20,2024-05-24,Disputed,10470,1320.75,Bank Transfer
203786,2024-08-01,2024-08-08,Shipped,10221,3787.34,Credit Card
203787,2024-04-09,2024-04-15,Disputed,10268,6360.66,Bank Transfer
203788,2024-09-25,2024-10-03,Disputed,10524,1923.64,Bank Transfer
203789,2024-03-06,2024-03-08,Disputed,10918,2377.57,Invoice
203790,2024-09-01,2024-09-08,Cancelled,10863,4606.81,Credit Card
203791,2024-10-09,2024-10-15,Delivered,10003,6013.4,COD
203792,2024-05-06,2024-05-10,Delivered,10938,4584.4,COD
203793,2024-08-16,2024-08-20,Shipped,10659,2578.66,Invoice
203794,2024-06-07,2024-06-17,In Process,10688,6612.17,COD
203795,2024-10-18,2024-10-21,Shipped,10408,887.98,Invoice
203796,2024-03-26,2024-04-02,Cancelled,10704,1201.82,Invoice
203797,2024-07-11,2024-07-13,Cancelled,10188,4865.06,Invoice
203798,2024-10-12,2024-10-22,Delivered,10979,2183.37,Invoice
203799,2024-01-07,2024-01-13,Delivered,10191,7418.54,Invoice
203800,2024-06-07,2024-06-13,Shipped,10431,1248.96,COD
203801,2024-09-22,2024-10-01,In Process,10429,3500.31,Bank Transfer
203802,2024-08-15,2024-08-19,Delivered,10415,4478.55,Credit Card
203803,2024-04-28,2024-05-01,Cancelled,10233,5701.29,Invoice
203804,2024-02-01,2024-02-10,Shipped,10553,2739.02,COD
203805,2024-05-27,2024-06-03,Delivered,10624,4483.93,Invoice
203806,2024-07-20,2024-07-22,Delivered,10717,193.69,Credit Card
203807,2024-05-05,2024-05-07,Shipped,10591,5230.48,COD
203808,2024-08-26,2024-09-02,Shipped,10148,3235.59,COD
203809,2024-07-03,2024-07-06,Shipped,10601,165.28,Invoice
203810,2024-01-03,2024-01-11,In Process,10357,4005.78,Bank Transfer
203811,2024-05-24,2024-05-30,Shipped,10098,6856.51,COD
203812,2024-08-29,2024-09-06,Cancelled,10907,7228.45,Bank Transfer
203813,2024-10-15,2024-10-24,Disputed,10060,1768.4,Bank Transfer
203814,2024-07-29,2024-07-31,Cancelled,10241,1826.49,Bank Transfer
203815,2024-05-09,2024-05-18,In Process,10374,1128.25,Bank Transfer
203816,2024-03-11,2024-03-13,Cancelled,10237,3813.6,Bank Transfer
203817,2024-07-16,2024-07-24,Shipped,10886,6722.32,Credit Card
203818,2024-01-27,2024-02-02,Disputed,10399,850.55,Bank Transfer
203819,2024-07-30,2024-08-04,Cancelled,10700,5849.38,COD
203820,2024-07-18,2024-07-23,Delivered,10272,7446.25,Invoice
203821,2024-04-08,2024-04-11,Shipped,10279,5569.15,COD
203822,2024-03-20,2024-03-29,Disputed,10431,3726.02,Credit Card
203823,2024-07-27,2024-08-01,Cancelled,10811,7020.96,COD
203824,2024-05-10,2024-05-18,Disputed,10103,1432.32,Credit Card
203825,2024-08-07,2024-08-17,Cancelled,10307,7494.53,COD
203826,2024-09-23,2024-09-27,Shipped,10136,1710.1,Invoice
203827,2024-09-28,2024-10-02,Delivered,10904,6478.82,Bank Transfer
203828,2024-04-09,2024-04-14,Cancelled,10344,1458.23,Invoice
203829,2024-01-30,2024-02-08,Cancelled,10891,7188.99,Bank Transfer
203830,2024-09-17,2024-09-22,In Process,10306,6520.19,Invoice
203831,2024-07-09,2024-07-16,In Process,10093,6577.49,COD
203832,2024-03-06,2024-03-15,Shipped,10494,696.9,Invoice
203833,2024-07-08,2024-07-11,Delivered,10547,1419.32,Invoice
203834,2024-03-26,2024-04-05,In Process,10740,1506.81,Invoice
203835,2024-06-27,2024-06-30,In Process,10355,3816.68,Credit Card
203836,2024-09-29,2024-10-02,Shipped,10658,108.5,Bank Transfer
203837,2024-02-03,2024-02-06,Shipped,10404,3468.45,Bank Transfer
203838,2024-01-18,2024-01-25,In Process,10850,7073.95,Invoice
203839,2024-01-03,2024-01-10,Disputed,10090,444.81,Credit Card
203840,2024-10-16,2024-10-19,Disputed,10540,7310.07,Bank Transfer
203841,2024-04-20,2024-04-30,Disputed,10699,7217.34,COD
203842,2024-07-08,2024-07-11,Disputed,10909,254.68,Credit Card
203843,2024-03-02,2024-03-08,Cancelled,10855,1782.0,COD
203844,2024-07-23,2024-07-26,Shipped,10398,1284.21,COD
203845,2024-07-26,2024-07-28,In Process,10785,6937.07,Invoice
203846,2024-03-23,2024-04-02,Disputed,10010,2780.12,Invoice
203847,2024-03-06,2024-03-14,In Process,10337,6120.43,Credit Card
203848,2024-02-07,2024-02-12,In Process,10922,1797.99,Credit Card
203849,2024-05-04,2024-05-14,Cancelled,10844,4270.7,Bank Transfer
203850,2024-04-26,2024-05-05,In Process,10664,7487.78,Credit Card
203851,2024-07-29,2024-07-31,Cancelled,10961,2738.73,
203852,2024-04-12,2024-04-20,Delivered,10587,4308.31,Credit Card
203853,2024-04-19,2024-04-28,Disputed,10848,2100.41,Bank Transfer
203854,2024-06-25,2024-07-03,Delivered,10454,1914.22,Bank Transfer
203855,2024-06-25,2024-07-05,In Process,10681,4145.13,Credit Card
203856,2024-03-02,2024-03-07,Shipped,10739,385.58,
203857,2024-08-12,2024-08-22,Disputed,10362,7246.21,Invoice
203858,2024-07-05,2024-07-14,Shipped,10305,1225.04,Credit Card
203859,2024-08-27,2024-09-01,Shipped,10172,2108.14,Credit Card
203860,2024-05-23,2024-05-30,Cancelled,10323,3511.88,COD
203861,2024-03-03,2024-03-07,Delivered,10051,2920.88,Invoice
203862,2024-06-17,2024-06-22,Shipped,10174,76.01,Invoice
203863,2024-03-02,2024-03-07,Delivered,10449,6260.03,Invoice
203864,2024-10-10,2024-10-13,Disputed,10054,1694.08,Credit Card
203865,2024-02-08,2024-02-15,Shipped,10988,7001.68,Bank Transfer
203866,2024-10-22,2024-10-29,Disputed,10616,4808.92,COD
203867,2024-04-25,2024-04-29,In Process,10343,6379.08,COD
203868,2024-02-17,2024-02-25,Disputed,10759,4056.53,Credit Card
203869,2024-05-01,2024-05-10,Shipped,10409,3288.25,Invoice
203870,2024-04-18,2024-04-24,In Process,10899,4507.89,Invoice
203871,2024-08-04,2024-08-08,Delivered,10086,1424.84,Credit Card
203872,2024-03-09,2024-03-13,Cancelled,10255,3208.14,Bank Transfer
203873,2024-10-18,2024-10-28,Disputed,10425,4301.59,COD
203874,2024-02-17,2024-02-26,In Process,10382,6633.46,Bank Transfer
203875,2024-04-01,2024-04-06,Cancelled,10974,2529.59,Bank Transfer
203876,2024-07-21,2024-07-26,Delivered,10997,4418.73,Invoice
203877,2024-03-11,2024-03-19,Shipped,10150,6347.32,Bank Transfer
203878,2024-03-01,2024-03-05,Disputed,10391,5430.18,COD
203879,2024-07-20,2024-07-24,In Process,10314,1844.84,Invoice
203880,2024-08-18,2024-08-21,Disputed,10305,5843.36,COD
203881,2024-02-17,2024-02-23,Shipped,10909,5213.39,COD
203882,2024-06-15,2024-06-22,Delivered,10866,5344.06,Credit Card
203883,2024-01-03,2024-01-09,Delivered,10379,3796.73,Invoice
203884,2024-02-10,2024-02-13,Cancelled,10087,2790.75,Credit Card
203885,2024-03-03,2024-03-07,Shipped,10815,2612.63,Invoice
203886,2024-02-08,2024-02-15,Delivered,10618,4329.35,Credit Card
203887,2024-04-29,2024-05-06,Cancelled,10505,396.28,Bank Transfer
203888,2024-05-12,2024-05-19,Cancelled,10435,3963.66,Credit Card
203889,2024-06-15,2024-06-23,Disputed,10576,3993.1,Credit Card
203890,2024-02-11,2024-02-20,Delivered,10908,5561.9,COD
203891,2024-05-11,2024-05-17,Shipped,10435,2349.28,Bank Transfer
203892,2024-07-02,2024-07-05,In Process,10212,3632.64,Invoice
203893,2024-03-21,2024-03-28,Disputed,10696,4541.37,Invoice
203894,2024-08-31,2024-09-08,Disputed,10062,5543.24,Invoice
203895,2024-03-29,2024-04-03,Cancelled,10043,3531.77,Bank Transfer
203896,2024-02-26,2024-03-01,In Process,10586,2101.81,COD
203897,2024-06-07,2024-06-09,Shipped,10423,2966.27,Bank Transfer
203898,2024-06-06,2024-06-15,Delivered,10340,113.14,Invoice
203899,2024-09-02,2024-09-04,In Process,10680,247.25,COD
203900,2024-08-20,2024-08-29,In Process,10136,5541.81,Credit Card
203901,2024-06-15,2024-06-17,Cancelled,10255,76.77,COD
203902,2024-09-09,2024-09-11,Shipped,10472,2925.04,Bank Transfer
203903,2024-07-27,2024-08-06,In Process,10538,1117.99,Credit Card
203904,2024-10-20,2024-10-25,Delivered,10439,7304.11,Credit Card
203905,2024-04-18,2024-04-25,Disputed,10986,1740.44,Invoice
203906,2024-09-24,2024-10-03,In Process,10235,1474.91,COD
203907,2024-07-15,2024-07-20,Shipped,10805,3444.98,Invoice
203908,2024-07-01,2024-07-06,Disputed,10398,1698.03,Credit Card
203909,2024-06-01,2024-06-11,Delivered,10047,273.93,Credit Card
203910,2024-05-16,2024-05-20,Delivered,10674,5745.21,Credit Card
203911,2024-06-13,2024-06-19,Shipped,10800,5208.77,Invoice
203912,2024-03-02,2024-03-12,Delivered,10314,5146.49,Bank Transfer
203913,2024-02-13,2024-02-15,In Process,10831,526.51,COD
203914,2024-02-24,2024-02-28,In Process,10223,6139.59,Invoice
203915,2024-06-22,2024-06-30,In Process,10817,681.23,Invoice
203916,2024-05-16,2024-05-19,Shipped,10959,2530.48,Bank Transfer
203917,2024-09-30,2024-10-03,Delivered,10276,3816.97,Invoice
203918,2024-10-23,2024-10-25,In Process,10960,1747.66,Bank Transfer
203919,2024-08-05,2024-08-15,Delivered,10593,5163.63,Credit Card
203920,2024-06-26,2024-07-01,Shipped,10495,2312.14,Bank Transfer
203921,2024-05-23,2024-05-31,Delivered,10114,142.19,Credit Card
203922,2024-05-13,2024-05-18,Delivered,10174,6921.15,Credit Card
203923,2024-09-13,2024-09-22,Cancelled,10302,6239.22,Credit Card
203924,2024-05-19,2024-05-21,Cancelled,10462,279.16,Credit Card
203925,2024-08-06,2024-08-12,Delivered,10203,4173.11,COD
203926,2024-04-28,2024-05-01,Disputed,10986,558.24,Bank Transfer
203927,2024-03-15,2024-03-17,Delivered,10114,272.9,Invoice
203928,2024-02-06,2024-02-14,Cancelled,10697,7429.64,Invoice
203929,2024-07-02,2024-07-12,Disputed,10378,4305.83,Bank Transfer
203930,2024-01-15,2024-01-20,Cancelled,10343,1267.37,Bank Transfer
203931,2024-09-04,2024-09-09,In Process,10329,7299.24,Invoice
203932,2024-10-16,2024-10-20,Disputed,10017,7063.86,COD
203933,2024-05-20,2024-05-29,In Process,10830,1454.79,Invoice
203934,2024-06-13,2024-06-21,Cancelled,10916,5476.44,Bank Transfer
203935,2024-03-20,2024-03-26,Delivered,10241,6670.16,Invoice
203936,2024-02-18,2024-02-25,Shipped,10240,6097.0,Invoice
203937,2024-09-01,2024-09-10,Delivered,10274,5024.23,Invoice
203938,2024-07-18,2024-07-28,Delivered,10010,5319.75,Invoice
203939,2024-07-03,2024-07-11,In Process,10970,3269.08,Invoice
203940,2024-08-01,2024-08-06,Disputed,10637,4065.94,Bank Transfer
203941,2024-03-08,2024-03-17,Delivered,10991,1477.59,COD
203942,2024-04-03,2024-04-09,Disputed,10318,4336.94,Bank Transfer
203943,2024-08-29,2024-09-04,Cancelled,10203,5531.0,COD
203944,2024-10-05,2024-10-15,Cancelled,10674,5293.49,Bank Transfer
203945,2024-10-16,2024-10-19,Delivered,10160,4092.41,Invoice
203946,2024-09-11,2024-09-20,In Process,10848,2922.94,Bank Transfer
203947,2024-01-22,2024-02-01,Cancelled,10579,7277.08,Credit Card
203948,2024-01-08,2024-01-11,Cancelled,10359,2866.97,
203949,2024-01-16,2024-01-21,In Process,10579,6723.55,Bank Transfer
203950,2024-02-01,2024-02-03,Cancelled,10790,987.19,COD
203951,2024-04-13,2024-04-17,Cancelled,10908,6779.73,Credit Card
203952,2024-09-17,2024-09-23,Delivered,10457,2393.92,Bank Transfer
203953,2024-08-22,2024-08-28,In Process,10540,1503.51,COD
203954,2024-03-02,2024-03-07,Disputed,10429,5394.79,Bank Transfer
203955,2024-08-21,2024-08-24,Delivered,10460,5868.02,Credit Card
203956,2024-10-22,2024-11-01,Shipped,10379,6232.36,COD
203957,2024-05-14,2024-05-21,Delivered,10858,6937.15,Bank Transfer
203958,2024-04-12,2024-04-21,Shipped,10511,1503.12,COD
203959,2024-08-09,2024-08-17,Cancelled,10701,6759.45,COD
203960,2024-04-21,2024-05-01,Disputed,10118,6426.66,Credit Card
203961,2024-07-02,2024-07-04,Cancelled,10312,1828.35,Credit Card
203962,2024-04-23,2024-04-26,Delivered,10795,5489.69,COD
203963,2024-01-23,2024-01-31,Disputed,10517,4774.35,COD
203964,2024-04-16,2024-04-21,Cancelled,10984,1368.39,Credit Card
203965,2024-06-27,2024-07-04,Shipped,10103,1097.24,COD
203966,2024-02-18,2024-02-27,Shipped,10257,2013.29,Credit Card
203967,2024-01-02,2024-01-05,Delivered,10884,3850.94,Credit Card
203968,2024-04-22,2024-05-02,Shipped,10465,6384.52,COD
203969,2024-07-23,2024-07-27,Disputed,10348,5774.9,COD
203970,2024-10-03,2024-10-08,Shipped,10807,3055.15,Credit Card
203971,2024-01-14,2024-01-18,Disputed,10128,7325.94,Invoice
203972,2024-07-11,2024-07-17,Cancelled,10985,3237.53,Invoice
203973,2024-03-04,2024-03-13,Cancelled,10795,6930.04,COD
203974,2024-10-19,2024-10-22,Delivered,10094,2026.76,Bank Transfer
203975,2024-05-30,2024-06-06,In Process,10655,2521.47,Invoice
203976,2024-07-26,2024-08-01,Delivered,10392,7064.2,Credit Card
203977,2024-07-03,2024-07-10,Delivered,10990,2025.67,Credit Card
203978,2024-05-01,2024-05-11,Cancelled,10117,5291.91,COD
203979,2024-01-01,2024-01-11,Disputed,10535,5365.19,Invoice
203980,2024-04-18,2024-04-25,In Process,10275,5564.78,Credit Card
203981,2024-10-09,2024-10-14,Disputed,10118,2857.41,Bank Transfer
203982,2024-04-01,2024-04-11,Shipped,10469,4164.08,Bank Transfer
203983,2024-10-25,2024-11-02,In Process,10238,3378.84,Invoice
203984,2024-03-02,2024-03-06,Shipped,10610,6514.57,Bank Transfer
203985,2024-02-17,2024-02-26,Disputed,10141,519.39,Bank Transfer
203986,2024-02-16,2024-02-20,Shipped,10592,3091.45,COD
203987,2024-06-22,2024-06-28,Cancelled,10382,6370.47,Credit Card
203988,2024-06-12,2024-06-20,Shipped,10366,2475.59,Credit Card
203989,2024-05-27,2024-06-03,Cancelled,10093,1709.03,Bank Transfer
203990,2024-10-08,2024-10-14,In Process,10581,1302.15,Invoice
203991,2024-02-17,2024-02-19,Delivered,10201,1550.69,Credit Card
203992,2024-04-30,2024-05-10,Delivered,10280,2792.37,Invoice
203993,2024-03-26,2024-04-01,Delivered,10989,5559.03,Invoice
203994,2024-08-06,2024-08-11,In Process,10847,4630.58,Credit Card
203995,2024-03-10,2024-03-13,In Process,10202,6438.59,Invoice
203996,2024-04-17,2024-04-22,Cancelled,10142,7058.02,Invoice
203997,2024-07-15,2024-07-24,Delivered,10665,5329.46,Credit Card
203998,2024-09-10,2024-09-14,Disputed,10451,1051.61,Invoice
203999,2024-01-16,2024-01-26,Shipped,10303,6050.75,Bank Transfer
204000,2024-06-19,2024-06-25,Cancelled,10559,3940.19,Invoice
204001,2024-09-04,2024-09-07,Cancelled,10664,3671.15,Credit Card
204002,2024-08-01,2024-08-06,Shipped,10112,7407.45,Credit Card
204003,2024-06-29,2024-07-09,Delivered,10154,6649.52,Invoice
204004,2024-09-11,2024-09-21,In Process,10443,6000.59,Bank Transfer
204005,2024-05-03,2024-05-06,Cancelled,10773,6753.15,Bank Transfer
204006,2024-03-28,2024-04-06,Cancelled,10176,145.69,Bank Transfer
204007,2024-07-11,2024-07-20,In Process,10887,1943.25,COD
204008,2024-07-14,2024-07-23,Disputed,10207,6577.59,COD
204009,2024-01-03,2024-01-08,Delivered,10908,1176.93,Credit Card
204010,2024-01-17,2024-01-25,In Process,10097,6881.13,Credit Card
204011,2024-07-18,2024-07-25,Delivered,10136,6006.53,Invoice
204012,2024-09-15,2024-09-22,In Process,10446,1360.08,COD
204013,2024-07-14,2024-07-23,In Process,10830,4536.11,COD
204014,2024-02-22,2024-03-01,Shipped,10217,7284.78,COD
204015,2024-01-17,2024-01-26,Shipped,10800,5573.45,Credit Card
204016,2024-10-22,2024-10-28,Cancelled,10316,139.23,Bank Transfer
204017,2024-03-29,2024-04-05,Cancelled,10203,7203.44,COD
204018,2024-06-10,2024-06-12,Cancelled,10039,4605.17,COD
204019,2024-02-15,2024-02-23,Shipped,10345,4072.76,Invoice
204020,2024-05-05,2024-05-07,Cancelled,10113,5424.7,Bank Transfer
204021,2024-03-06,2024-03-15,Cancelled,10349,3758.87,Credit Card
204022,2024-01-09,2024-01-17,Disputed,10226,5996.03,Credit Card
204023,2024-04-19,2024-04-29,Cancelled,10389,5605.91,Invoice
204024,2024-03-02,2024-03-04,Delivered,10805,2368.23,Invoice
204025,2024-08-08,2024-08-17,In Process,10122,6829.28,Bank Transfer
204026,2024-05-17,2024-05-25,Cancelled,10355,166.97,Credit Card
204027,2024-03-17,2024-03-25,In Process,10131,4013.31,Credit Card
204028,2024-08-20,2024-08-23,Cancelled,10895,1573.13,COD
204029,2024-07-24,2024-07-30,Disputed,10949,6660.55,Credit Card
204030,2024-07-08,2024-07-11,In Process,10588,3854.88,COD
204031,2024-01-31,2024-02-04,Shipped,10122,377.3,Bank Transfer
204032,2024-04-03,2024-04-12,Delivered,10653,7367.01,Bank Transfer
204033,2024-05-24,2024-05-27,Delivered,10412,3625.42,COD
204034,2024-02-25,2024-02-27,Disputed,10917,4335.3,Credit Card
204035,2024-05-15,2024-05-22,Disputed,10749,5281.07,COD
204036,2024-06-14,2024-06-18,Shipped,10257,5199.62,COD
204037,2024-10-04,2024-10-07,Delivered,10368,1793.52,Invoice
204038,2024-10-26,2024-10-29,In Process,10434,5100.39,Bank Transfer
204039,2024-04-27,2024-05-02,In Process,10487,6080.16,Invoice
204040,2024-04-28,2024-05-08,Shipped,10838,5025.19,Bank Transfer
204041,2024-05-27,2024-05-31,In Process,10812,7211.6,COD
204042,2024-01-24,2024-02-01,Cancelled,10060,4851.22,Credit Card
204043,2024-10-08,2024-10-15,Cancelled,10312,5592.63,Invoice
204044,2024-08-17,2024-08-25,In Process,10808,1657.94,Credit Card
204045,2024-04-20,2024-04-22,Cancelled,10587,6088.32,Credit Card
204046,2024-01-05,2024-01-14,Disputed,10909,4533.07,Invoice
204047,2024-05-25,2024-06-02,Delivered,10052,3193.16,
204048,2024-10-04,2024-10-14,Shipped,10047,5342.76,Invoice
