ip,timestamp,method,endpoint,status,response_time_ms,parsed_timestamp
192.168.1.7,18/Nov/2025:00:07:56 +0000,POST,/api/data,200,1925,2025-11-18 01:07:56
192.168.1.10,20/Nov/2025:05:51:45 +0000,GET,/products/123,404,1402,2025-11-20 06:51:45
192.168.1.4,08/Nov/2025:09:28:52 +0000,DELETE,/checkout,200,198,2025-11-08 10:28:52
192.168.1.5,06/Nov/2025:20:47:10 +0000,POST,/api/data,200,313,2025-11-06 21:47:10
192.168.1.3,17/Nov/2025:16:07:10 +0000,GET,/search?q=spark,404,1983,2025-11-17 17:07:10
192.168.1.3,20/Nov/2025:10:36:53 +0000,POST,/products,200,286,2025-11-20 11:36:53
192.168.1.11,14/Nov/2025:21:43:35 +0000,GET,/home,200,1162,2025-11-14 22:43:35
192.168.1.2,07/Nov/2025:17:41:24 +0000,POST,/cart,503,495,2025-11-07 18:41:24
192.168.1.7,08/Nov/2025:20:35:22 +0000,GET,/products,200,1557,2025-11-08 21:35:22
192.168.1.12,16/Nov/2025:17:00:49 +0000,PUT,/api/data,304,1832,2025-11-16 18:00:49
192.168.1.1,14/Nov/2025:02:45:09 +0000,DELETE,/error_page,503,1330,2025-11-14 03:45:09
192.168.1.1,09/Nov/2025:00:11:15 +0000,PUT,/products/123,503,405,2025-11-09 01:11:15
192.168.1.4,11/Nov/2025:10:39:53 +0000,POST,/search?q=spark,503,384,2025-11-11 11:39:53
192.168.1.10,10/Nov/2025:03:41:52 +0000,PUT,/checkout,200,482,2025-11-10 04:41:52
192.168.1.4,07/Nov/2025:01:13:25 +0000,GET,/error_page,200,185,2025-11-07 02:13:25
192.168.1.1,05/Nov/2025:12:37:54 +0000,POST,/cart,503,894,2025-11-05 13:37:54
192.168.1.15,15/Nov/2025:16:23:13 +0000,POST,/error_page,503,959,2025-11-15 17:23:13
192.168.1.19,20/Nov/2025:08:17:37 +0000,GET,/products/123,200,338,2025-11-20 09:17:37
192.168.1.2,15/Nov/2025:08:35:58 +0000,POST,/checkout,200,710,2025-11-15 09:35:58
192.168.1.10,15/Nov/2025:21:53:27 +0000,PUT,/home,304,1569,2025-11-15 22:53:27
192.168.1.19,01/Nov/2025:10:42:00 +0000,POST,/api/data,404,862,2025-11-01 11:42:00
192.168.1.12,12/Nov/2025:03:01:18 +0000,DELETE,/images/logo.png,200,129,2025-11-12 04:01:18
192.168.1.14,13/Nov/2025:13:18:54 +0000,DELETE,/products/123,503,330,2025-11-13 14:18:54
192.168.1.14,16/Nov/2025:13:35:17 +0000,PUT,/products/123,404,1029,2025-11-16 14:35:17
192.168.1.14,10/Nov/2025:11:54:42 +0000,DELETE,/error_page,200,1157,2025-11-10 12:54:42
192.168.1.3,12/Nov/2025:05:16:17 +0000,POST,/products/123,500,1001,2025-11-12 06:16:17
192.168.1.14,07/Nov/2025:18:57:20 +0000,GET,/products,503,1219,2025-11-07 19:57:20
192.168.1.12,12/Nov/2025:20:10:23 +0000,PUT,/cart,500,763,2025-11-12 21:10:23
192.168.1.9,05/Nov/2025:03:32:15 +0000,POST,/images/logo.png,304,1312,2025-11-05 04:32:15
192.168.1.13,03/Nov/2025:06:48:31 +0000,PUT,/images/logo.png,304,713,2025-11-03 07:48:31
192.168.1.7,08/Nov/2025:06:43:56 +0000,DELETE,/products/123,200,332,2025-11-08 07:43:56
192.168.1.8,20/Nov/2025:16:25:57 +0000,DELETE,/images/logo.png,200,1277,2025-11-20 17:25:57
192.168.1.12,14/Nov/2025:18:05:55 +0000,POST,/api/data,200,360,2025-11-14 19:05:55
192.168.1.13,18/Nov/2025:18:32:43 +0000,PUT,/home,200,1434,2025-11-18 19:32:43
192.168.1.6,15/Nov/2025:20:57:28 +0000,DELETE,/home,404,1405,2025-11-15 21:57:28
192.168.1.15,10/Nov/2025:08:11:19 +0000,DELETE,/products/123,404,300,2025-11-10 09:11:19
192.168.1.18,06/Nov/2025:03:50:20 +0000,DELETE,/error_page,200,1752,2025-11-06 04:50:20
192.168.1.7,05/Nov/2025:13:41:05 +0000,POST,/products/123,304,1740,2025-11-05 14:41:05
192.168.1.9,05/Nov/2025:15:22:10 +0000,GET,/cart,404,1096,2025-11-05 16:22:10
192.168.1.10,07/Nov/2025:02:21:10 +0000,PUT,/api/data,503,82,2025-11-07 03:21:10
192.168.1.1,18/Nov/2025:14:32:31 +0000,GET,/cart,304,690,2025-11-18 15:32:31
192.168.1.15,01/Nov/2025:15:18:59 +0000,PUT,/api/data,304,1269,2025-11-01 16:18:59
192.168.1.12,05/Nov/2025:09:20:35 +0000,DELETE,/images/logo.png,200,899,2025-11-05 10:20:35
192.168.1.17,01/Nov/2025:10:52:00 +0000,PUT,/api/data,404,624,2025-11-01 11:52:00
192.168.1.2,18/Nov/2025:22:41:58 +0000,DELETE,/api/data,200,1365,2025-11-18 23:41:58
192.168.1.10,15/Nov/2025:20:01:09 +0000,POST,/products,200,1046,2025-11-15 21:01:09
192.168.1.17,15/Nov/2025:13:15:21 +0000,GET,/checkout,404,1996,2025-11-15 14:15:21
192.168.1.9,10/Nov/2025:11:57:34 +0000,DELETE,/products/123,200,59,2025-11-10 12:57:34
192.168.1.16,08/Nov/2025:22:08:47 +0000,PUT,/error_page,200,942,2025-11-08 23:08:47
192.168.1.3,19/Nov/2025:03:19:45 +0000,DELETE,/checkout,503,548,2025-11-19 04:19:45
192.168.1.9,09/Nov/2025:16:52:23 +0000,POST,/home,503,741,2025-11-09 17:52:23
192.168.1.9,07/Nov/2025:18:44:05 +0000,POST,/products/123,200,464,2025-11-07 19:44:05
192.168.1.9,01/Nov/2025:01:40:40 +0000,GET,/home,500,435,2025-11-01 02:40:40
192.168.1.14,18/Nov/2025:19:44:26 +0000,POST,/products/123,200,1993,2025-11-18 20:44:26
192.168.1.16,02/Nov/2025:15:22:49 +0000,DELETE,/home,304,111,2025-11-02 16:22:49
192.168.1.10,13/Nov/2025:16:45:52 +0000,PUT,/home,200,1059,2025-11-13 17:45:52
192.168.1.19,02/Nov/2025:05:43:04 +0000,DELETE,/checkout,200,661,2025-11-02 06:43:04
192.168.1.14,08/Nov/2025:16:41:34 +0000,GET,/products/123,500,397,2025-11-08 17:41:34
192.168.1.5,17/Nov/2025:22:21:07 +0000,DELETE,/home,500,1881,2025-11-17 23:21:07
192.168.1.1,13/Nov/2025:15:06:44 +0000,GET,/images/logo.png,404,534,2025-11-13 16:06:44
192.168.1.16,05/Nov/2025:21:30:18 +0000,DELETE,/images/logo.png,200,1698,2025-11-05 22:30:18
192.168.1.5,09/Nov/2025:14:26:31 +0000,PUT,/error_page,304,1800,2025-11-09 15:26:31
192.168.1.17,17/Nov/2025:09:46:56 +0000,GET,/products/123,404,1914,2025-11-17 10:46:56
192.168.1.5,07/Nov/2025:10:35:30 +0000,DELETE,/products,500,1132,2025-11-07 11:35:30
192.168.1.2,08/Nov/2025:08:12:30 +0000,POST,/home,304,440,2025-11-08 09:12:30
192.168.1.15,17/Nov/2025:23:34:02 +0000,POST,/error_page,404,471,2025-11-18 00:34:02
192.168.1.10,04/Nov/2025:13:22:30 +0000,PUT,/images/logo.png,200,1621,2025-11-04 14:22:30
192.168.1.10,20/Nov/2025:14:31:15 +0000,POST,/api/data,200,443,2025-11-20 15:31:15
192.168.1.15,17/Nov/2025:11:38:13 +0000,PUT,/error_page,503,267,2025-11-17 12:38:13
192.168.1.8,09/Nov/2025:18:36:57 +0000,PUT,/products/123,200,959,2025-11-09 19:36:57
192.168.1.14,12/Nov/2025:08:07:35 +0000,DELETE,/products/123,404,1794,2025-11-12 09:07:35
192.168.1.17,01/Nov/2025:15:30:04 +0000,PUT,/images/logo.png,503,1574,2025-11-01 16:30:04
192.168.1.6,06/Nov/2025:19:32:23 +0000,GET,/search?q=spark,404,499,2025-11-06 20:32:23
192.168.1.14,15/Nov/2025:12:46:55 +0000,PUT,/products,200,387,2025-11-15 13:46:55
192.168.1.3,18/Nov/2025:01:00:56 +0000,DELETE,/cart,200,1822,2025-11-18 02:00:56
192.168.1.14,02/Nov/2025:03:09:27 +0000,GET,/images/logo.png,404,1900,2025-11-02 04:09:27
192.168.1.10,15/Nov/2025:21:00:35 +0000,PUT,/images/logo.png,200,1858,2025-11-15 22:00:35
192.168.1.11,02/Nov/2025:08:04:09 +0000,DELETE,/error_page,200,1666,2025-11-02 09:04:09
192.168.1.6,18/Nov/2025:11:42:38 +0000,PUT,/products/123,503,1126,2025-11-18 12:42:38
192.168.1.16,10/Nov/2025:09:14:56 +0000,PUT,/images/logo.png,503,60,2025-11-10 10:14:56
192.168.1.10,06/Nov/2025:12:38:10 +0000,GET,/products/123,503,135,2025-11-06 13:38:10
192.168.1.7,10/Nov/2025:09:49:55 +0000,POST,/products,200,1860,2025-11-10 10:49:55
192.168.1.19,05/Nov/2025:21:52:20 +0000,DELETE,/error_page,304,245,2025-11-05 22:52:20
192.168.1.9,16/Nov/2025:05:56:54 +0000,POST,/images/logo.png,503,743,2025-11-16 06:56:54
192.168.1.14,02/Nov/2025:22:48:25 +0000,GET,/checkout,200,113,2025-11-02 23:48:25
192.168.1.19,06/Nov/2025:05:22:28 +0000,POST,/checkout,500,1915,2025-11-06 06:22:28
192.168.1.11,05/Nov/2025:22:45:21 +0000,PUT,/error_page,200,325,2025-11-05 23:45:21
192.168.1.2,06/Nov/2025:19:16:08 +0000,GET,/products,404,1961,2025-11-06 20:16:08
192.168.1.12,11/Nov/2025:13:11:34 +0000,POST,/search?q=spark,500,1822,2025-11-11 14:11:34
192.168.1.2,17/Nov/2025:04:40:32 +0000,GET,/checkout,404,416,2025-11-17 05:40:32
192.168.1.17,11/Nov/2025:15:31:03 +0000,GET,/search?q=spark,200,531,2025-11-11 16:31:03
192.168.1.2,01/Nov/2025:12:21:07 +0000,PUT,/products,200,1226,2025-11-01 13:21:07
192.168.1.15,11/Nov/2025:17:33:59 +0000,PUT,/search?q=spark,200,1333,2025-11-11 18:33:59
192.168.1.17,14/Nov/2025:14:04:03 +0000,DELETE,/images/logo.png,500,658,2025-11-14 15:04:03
192.168.1.18,20/Nov/2025:04:49:59 +0000,DELETE,/home,200,572,2025-11-20 05:49:59
192.168.1.9,03/Nov/2025:19:27:19 +0000,DELETE,/products/123,200,828,2025-11-03 20:27:19
192.168.1.5,15/Nov/2025:20:45:03 +0000,GET,/checkout,200,1220,2025-11-15 21:45:03
192.168.1.5,02/Nov/2025:16:11:59 +0000,DELETE,/home,200,722,2025-11-02 17:11:59
192.168.1.19,20/Nov/2025:17:35:01 +0000,DELETE,/home,304,921,2025-11-20 18:35:01
192.168.1.7,11/Nov/2025:15:15:31 +0000,PUT,/images/logo.png,503,1527,2025-11-11 16:15:31
192.168.1.11,04/Nov/2025:20:11:05 +0000,GET,/error_page,200,1234,2025-11-04 21:11:05
192.168.1.16,07/Nov/2025:16:35:23 +0000,PUT,/search?q=spark,404,104,2025-11-07 17:35:23
192.168.1.13,13/Nov/2025:08:17:46 +0000,POST,/images/logo.png,500,969,2025-11-13 09:17:46
192.168.1.8,01/Nov/2025:07:28:41 +0000,PUT,/api/data,200,804,2025-11-01 08:28:41
192.168.1.16,11/Nov/2025:05:47:21 +0000,POST,/home,503,157,2025-11-11 06:47:21
192.168.1.14,18/Nov/2025:22:43:46 +0000,POST,/home,200,741,2025-11-18 23:43:46
192.168.1.13,10/Nov/2025:13:32:10 +0000,PUT,/api/data,200,1763,2025-11-10 14:32:10
192.168.1.5,02/Nov/2025:11:00:31 +0000,POST,/products/123,304,1122,2025-11-02 12:00:31
192.168.1.19,16/Nov/2025:20:26:09 +0000,POST,/api/data,404,233,2025-11-16 21:26:09
192.168.1.9,11/Nov/2025:07:58:41 +0000,PUT,/search?q=spark,304,1866,2025-11-11 08:58:41
192.168.1.6,20/Nov/2025:08:42:00 +0000,DELETE,/images/logo.png,404,518,2025-11-20 09:42:00
192.168.1.7,02/Nov/2025:00:17:57 +0000,DELETE,/checkout,200,883,2025-11-02 01:17:57
192.168.1.10,02/Nov/2025:03:58:06 +0000,DELETE,/cart,500,764,2025-11-02 04:58:06
192.168.1.1,06/Nov/2025:20:18:34 +0000,GET,/products/123,304,193,2025-11-06 21:18:34
192.168.1.2,08/Nov/2025:08:19:24 +0000,DELETE,/search?q=spark,404,274,2025-11-08 09:19:24
192.168.1.2,15/Nov/2025:15:58:31 +0000,POST,/cart,503,226,2025-11-15 16:58:31
192.168.1.3,03/Nov/2025:19:47:08 +0000,PUT,/error_page,503,368,2025-11-03 20:47:08
192.168.1.11,12/Nov/2025:01:19:38 +0000,PUT,/api/data,503,327,2025-11-12 02:19:38
192.168.1.18,06/Nov/2025:23:50:06 +0000,DELETE,/cart,200,821,2025-11-07 00:50:06
192.168.1.1,17/Nov/2025:09:48:38 +0000,DELETE,/images/logo.png,200,1656,2025-11-17 10:48:38
192.168.1.7,16/Nov/2025:00:23:52 +0000,POST,/home,503,939,2025-11-16 01:23:52
192.168.1.11,02/Nov/2025:10:34:15 +0000,DELETE,/products/123,500,634,2025-11-02 11:34:15
192.168.1.12,05/Nov/2025:11:42:14 +0000,POST,/images/logo.png,200,1271,2025-11-05 12:42:14
192.168.1.18,05/Nov/2025:23:42:56 +0000,GET,/products,200,1203,2025-11-06 00:42:56
192.168.1.2,15/Nov/2025:18:12:29 +0000,GET,/cart,200,440,2025-11-15 19:12:29
192.168.1.4,03/Nov/2025:21:52:05 +0000,POST,/api/data,200,999,2025-11-03 22:52:05
192.168.1.9,04/Nov/2025:23:03:12 +0000,POST,/home,200,1488,2025-11-05 00:03:12
192.168.1.16,20/Nov/2025:15:50:08 +0000,DELETE,/checkout,200,226,2025-11-20 16:50:08
192.168.1.9,14/Nov/2025:19:54:11 +0000,GET,/api/data,304,305,2025-11-14 20:54:11
192.168.1.9,03/Nov/2025:03:42:40 +0000,PUT,/home,503,1850,2025-11-03 04:42:40
192.168.1.12,08/Nov/2025:05:19:57 +0000,POST,/home,503,112,2025-11-08 06:19:57
192.168.1.18,02/Nov/2025:20:09:09 +0000,GET,/checkout,500,413,2025-11-02 21:09:09
192.168.1.18,05/Nov/2025:09:01:10 +0000,GET,/api/data,200,986,2025-11-05 10:01:10
192.168.1.16,08/Nov/2025:12:02:13 +0000,POST,/search?q=spark,200,480,2025-11-08 13:02:13
192.168.1.12,03/Nov/2025:00:08:11 +0000,PUT,/products,503,530,2025-11-03 01:08:11
192.168.1.9,18/Nov/2025:12:30:12 +0000,GET,/products,200,1867,2025-11-18 13:30:12
192.168.1.2,06/Nov/2025:15:55:50 +0000,DELETE,/checkout,503,199,2025-11-06 16:55:50
192.168.1.3,18/Nov/2025:01:53:41 +0000,GET,/products,304,1197,2025-11-18 02:53:41
192.168.1.18,15/Nov/2025:16:10:27 +0000,POST,/search?q=spark,503,344,2025-11-15 17:10:27
192.168.1.10,14/Nov/2025:19:26:08 +0000,POST,/search?q=spark,503,1232,2025-11-14 20:26:08
192.168.1.13,16/Nov/2025:22:44:55 +0000,POST,/home,500,1572,2025-11-16 23:44:55
192.168.1.10,08/Nov/2025:09:46:17 +0000,POST,/error_page,404,369,2025-11-08 10:46:17
192.168.1.16,19/Nov/2025:11:06:30 +0000,DELETE,/cart,503,745,2025-11-19 12:06:30
192.168.1.3,05/Nov/2025:15:40:41 +0000,PUT,/home,304,446,2025-11-05 16:40:41
192.168.1.17,19/Nov/2025:13:36:13 +0000,PUT,/products,404,961,2025-11-19 14:36:13
192.168.1.12,01/Nov/2025:18:18:10 +0000,PUT,/cart,200,978,2025-11-01 19:18:10
192.168.1.17,04/Nov/2025:08:30:44 +0000,POST,/checkout,200,775,2025-11-04 09:30:44
192.168.1.10,11/Nov/2025:03:28:33 +0000,GET,/home,304,1847,2025-11-11 04:28:33
192.168.1.16,12/Nov/2025:03:16:40 +0000,PUT,/checkout,200,340,2025-11-12 04:16:40
192.168.1.12,02/Nov/2025:22:18:50 +0000,POST,/home,503,1793,2025-11-02 23:18:50
192.168.1.4,05/Nov/2025:02:18:00 +0000,GET,/cart,200,538,2025-11-05 03:18:00
192.168.1.6,14/Nov/2025:18:01:22 +0000,GET,/api/data,200,1486,2025-11-14 19:01:22
192.168.1.17,11/Nov/2025:11:10:41 +0000,GET,/products/123,304,693,2025-11-11 12:10:41
192.168.1.10,01/Nov/2025:19:48:12 +0000,DELETE,/checkout,500,1199,2025-11-01 20:48:12
192.168.1.17,19/Nov/2025:11:17:53 +0000,POST,/api/data,200,1033,2025-11-19 12:17:53
192.168.1.18,09/Nov/2025:04:07:17 +0000,GET,/images/logo.png,200,374,2025-11-09 05:07:17
192.168.1.9,18/Nov/2025:14:44:32 +0000,GET,/cart,404,1684,2025-11-18 15:44:32
192.168.1.7,08/Nov/2025:08:10:07 +0000,GET,/home,500,1586,2025-11-08 09:10:07
192.168.1.18,08/Nov/2025:15:20:41 +0000,PUT,/api/data,404,877,2025-11-08 16:20:41
192.168.1.6,18/Nov/2025:03:06:35 +0000,PUT,/checkout,200,1133,2025-11-18 04:06:35
192.168.1.4,20/Nov/2025:21:03:58 +0000,GET,/api/data,503,1141,2025-11-20 22:03:58
192.168.1.11,20/Nov/2025:22:05:25 +0000,POST,/cart,503,807,2025-11-20 23:05:25
192.168.1.4,14/Nov/2025:12:58:03 +0000,PUT,/home,500,1082,2025-11-14 13:58:03
192.168.1.9,12/Nov/2025:19:38:52 +0000,GET,/api/data,200,1737,2025-11-12 20:38:52
192.168.1.12,01/Nov/2025:12:52:45 +0000,PUT,/home,404,43,2025-11-01 13:52:45
192.168.1.5,02/Nov/2025:05:25:48 +0000,DELETE,/products,503,1331,2025-11-02 06:25:48
192.168.1.1,11/Nov/2025:21:18:05 +0000,DELETE,/search?q=spark,503,325,2025-11-11 22:18:05
192.168.1.13,18/Nov/2025:00:26:53 +0000,PUT,/cart,200,99,2025-11-18 01:26:53
192.168.1.8,05/Nov/2025:02:36:33 +0000,PUT,/error_page,200,417,2025-11-05 03:36:33
192.168.1.11,05/Nov/2025:10:22:24 +0000,GET,/cart,200,631,2025-11-05 11:22:24
192.168.1.5,07/Nov/2025:14:14:31 +0000,POST,/products/123,200,1448,2025-11-07 15:14:31
192.168.1.19,18/Nov/2025:20:22:19 +0000,POST,/api/data,500,960,2025-11-18 21:22:19
192.168.1.18,03/Nov/2025:07:45:15 +0000,GET,/search?q=spark,200,1292,2025-11-03 08:45:15
192.168.1.2,10/Nov/2025:07:11:52 +0000,PUT,/products/123,404,1226,2025-11-10 08:11:52
192.168.1.13,03/Nov/2025:18:13:39 +0000,GET,/images/logo.png,503,615,2025-11-03 19:13:39
192.168.1.4,15/Nov/2025:17:45:47 +0000,GET,/api/data,200,654,2025-11-15 18:45:47
192.168.1.8,15/Nov/2025:15:22:43 +0000,POST,/products,200,234,2025-11-15 16:22:43
192.168.1.6,14/Nov/2025:05:05:58 +0000,DELETE,/products/123,404,955,2025-11-14 06:05:58
192.168.1.11,01/Nov/2025:04:40:01 +0000,DELETE,/products/123,200,1765,2025-11-01 05:40:01
192.168.1.8,12/Nov/2025:05:13:18 +0000,DELETE,/images/logo.png,200,1291,2025-11-12 06:13:18
192.168.1.2,17/Nov/2025:08:31:18 +0000,PUT,/api/data,200,1707,2025-11-17 09:31:18
192.168.1.2,15/Nov/2025:09:47:58 +0000,POST,/home,500,937,2025-11-15 10:47:58
192.168.1.11,10/Nov/2025:04:09:59 +0000,GET,/cart,500,1134,2025-11-10 05:09:59
192.168.1.16,20/Nov/2025:00:10:31 +0000,POST,/products,200,615,2025-11-20 01:10:31
192.168.1.12,10/Nov/2025:11:34:29 +0000,GET,/checkout,200,1180,2025-11-10 12:34:29
192.168.1.19,08/Nov/2025:03:09:07 +0000,POST,/products,200,944,2025-11-08 04:09:07
192.168.1.1,05/Nov/2025:22:18:47 +0000,GET,/api/data,200,1031,2025-11-05 23:18:47
192.168.1.3,12/Nov/2025:21:45:49 +0000,GET,/cart,200,1693,2025-11-12 22:45:49
192.168.1.6,02/Nov/2025:02:16:33 +0000,PUT,/api/data,304,1240,2025-11-02 03:16:33
192.168.1.18,05/Nov/2025:16:41:02 +0000,GET,/products,304,1243,2025-11-05 17:41:02
192.168.1.15,19/Nov/2025:13:19:16 +0000,DELETE,/images/logo.png,200,1088,2025-11-19 14:19:16
192.168.1.6,04/Nov/2025:16:10:29 +0000,POST,/images/logo.png,304,116,2025-11-04 17:10:29
192.168.1.1,07/Nov/2025:01:50:50 +0000,DELETE,/checkout,200,718,2025-11-07 02:50:50
192.168.1.18,02/Nov/2025:01:19:37 +0000,GET,/cart,500,163,2025-11-02 02:19:37
192.168.1.18,03/Nov/2025:18:51:04 +0000,PUT,/search?q=spark,200,442,2025-11-03 19:51:04
192.168.1.16,06/Nov/2025:05:25:07 +0000,GET,/images/logo.png,200,791,2025-11-06 06:25:07
192.168.1.5,15/Nov/2025:21:49:04 +0000,DELETE,/cart,500,316,2025-11-15 22:49:04
192.168.1.5,15/Nov/2025:00:16:44 +0000,PUT,/products/123,503,370,2025-11-15 01:16:44
192.168.1.15,15/Nov/2025:20:03:51 +0000,POST,/api/data,200,147,2025-11-15 21:03:51
192.168.1.4,20/Nov/2025:09:42:20 +0000,POST,/error_page,200,812,2025-11-20 10:42:20
192.168.1.17,15/Nov/2025:15:23:26 +0000,GET,/cart,304,823,2025-11-15 16:23:26
192.168.1.14,03/Nov/2025:07:07:52 +0000,POST,/cart,304,642,2025-11-03 08:07:52
192.168.1.16,17/Nov/2025:00:14:54 +0000,DELETE,/home,200,1239,2025-11-17 01:14:54
192.168.1.11,01/Nov/2025:14:41:13 +0000,PUT,/error_page,503,1105,2025-11-01 15:41:13
192.168.1.4,13/Nov/2025:22:06:14 +0000,DELETE,/cart,500,1203,2025-11-13 23:06:14
192.168.1.19,06/Nov/2025:07:37:02 +0000,GET,/api/data,304,772,2025-11-06 08:37:02
192.168.1.18,05/Nov/2025:18:49:58 +0000,DELETE,/cart,500,49,2025-11-05 19:49:58
192.168.1.7,08/Nov/2025:16:56:07 +0000,PUT,/cart,200,66,2025-11-08 17:56:07
192.168.1.11,10/Nov/2025:22:51:36 +0000,DELETE,/cart,500,310,2025-11-10 23:51:36
192.168.1.3,15/Nov/2025:14:40:15 +0000,DELETE,/products,304,1714,2025-11-15 15:40:15
192.168.1.15,17/Nov/2025:19:31:29 +0000,DELETE,/products/123,404,286,2025-11-17 20:31:29
192.168.1.8,04/Nov/2025:09:43:58 +0000,PUT,/home,404,794,2025-11-04 10:43:58
192.168.1.6,16/Nov/2025:17:49:17 +0000,DELETE,/error_page,200,1910,2025-11-16 18:49:17
192.168.1.2,19/Nov/2025:07:49:34 +0000,PUT,/error_page,500,312,2025-11-19 08:49:34
192.168.1.4,20/Nov/2025:10:20:17 +0000,DELETE,/error_page,200,1986,2025-11-20 11:20:17
192.168.1.5,10/Nov/2025:22:21:23 +0000,GET,/checkout,404,1069,2025-11-10 23:21:23
192.168.1.12,17/Nov/2025:13:24:52 +0000,POST,/search?q=spark,200,379,2025-11-17 14:24:52
192.168.1.12,10/Nov/2025:20:43:51 +0000,POST,/cart,304,873,2025-11-10 21:43:51
192.168.1.8,08/Nov/2025:16:08:54 +0000,POST,/search?q=spark,404,495,2025-11-08 17:08:54
192.168.1.17,20/Nov/2025:09:21:07 +0000,GET,/search?q=spark,404,1710,2025-11-20 10:21:07
192.168.1.7,01/Nov/2025:05:56:11 +0000,PUT,/search?q=spark,200,298,2025-11-01 06:56:11
192.168.1.18,12/Nov/2025:04:40:32 +0000,POST,/search?q=spark,500,1909,2025-11-12 05:40:32
192.168.1.15,17/Nov/2025:09:47:29 +0000,POST,/error_page,404,1231,2025-11-17 10:47:29
192.168.1.9,08/Nov/2025:14:37:16 +0000,POST,/search?q=spark,503,109,2025-11-08 15:37:16
192.168.1.1,05/Nov/2025:03:32:02 +0000,POST,/products,404,1421,2025-11-05 04:32:02
192.168.1.8,02/Nov/2025:21:23:43 +0000,PUT,/search?q=spark,500,425,2025-11-02 22:23:43
192.168.1.14,13/Nov/2025:14:51:34 +0000,PUT,/search?q=spark,200,1731,2025-11-13 15:51:34
192.168.1.7,05/Nov/2025:02:18:06 +0000,DELETE,/products/123,200,1481,2025-11-05 03:18:06
192.168.1.16,15/Nov/2025:06:25:56 +0000,POST,/products/123,500,1873,2025-11-15 07:25:56
192.168.1.15,13/Nov/2025:17:12:20 +0000,GET,/checkout,503,1623,2025-11-13 18:12:20
192.168.1.11,07/Nov/2025:06:58:27 +0000,DELETE,/products,503,595,2025-11-07 07:58:27
192.168.1.17,01/Nov/2025:16:30:10 +0000,DELETE,/search?q=spark,200,242,2025-11-01 17:30:10
192.168.1.11,16/Nov/2025:13:58:11 +0000,POST,/home,503,1743,2025-11-16 14:58:11
192.168.1.2,04/Nov/2025:00:53:18 +0000,PUT,/products/123,200,73,2025-11-04 01:53:18
192.168.1.3,13/Nov/2025:07:10:15 +0000,PUT,/search?q=spark,503,114,2025-11-13 08:10:15
192.168.1.11,19/Nov/2025:20:24:56 +0000,GET,/checkout,500,1487,2025-11-19 21:24:56
192.168.1.6,08/Nov/2025:07:58:31 +0000,DELETE,/cart,200,423,2025-11-08 08:58:31
192.168.1.8,10/Nov/2025:02:09:18 +0000,POST,/products/123,200,1643,2025-11-10 03:09:18
192.168.1.9,03/Nov/2025:00:47:37 +0000,DELETE,/products/123,500,345,2025-11-03 01:47:37
192.168.1.5,06/Nov/2025:09:57:58 +0000,POST,/api/data,500,886,2025-11-06 10:57:58
192.168.1.16,02/Nov/2025:17:14:40 +0000,POST,/home,200,121,2025-11-02 18:14:40
192.168.1.7,07/Nov/2025:05:38:33 +0000,DELETE,/search?q=spark,404,354,2025-11-07 06:38:33
192.168.1.2,08/Nov/2025:22:55:30 +0000,PUT,/cart,200,328,2025-11-08 23:55:30
192.168.1.14,08/Nov/2025:14:57:59 +0000,GET,/home,404,1834,2025-11-08 15:57:59
192.168.1.8,14/Nov/2025:06:15:40 +0000,POST,/checkout,503,1518,2025-11-14 07:15:40
192.168.1.19,13/Nov/2025:10:44:07 +0000,PUT,/checkout,200,1961,2025-11-13 11:44:07
192.168.1.14,07/Nov/2025:08:18:53 +0000,DELETE,/home,500,453,2025-11-07 09:18:53
192.168.1.1,16/Nov/2025:08:01:00 +0000,GET,/products/123,200,520,2025-11-16 09:01:00
192.168.1.18,10/Nov/2025:16:40:14 +0000,GET,/home,503,813,2025-11-10 17:40:14
192.168.1.8,08/Nov/2025:17:20:22 +0000,DELETE,/search?q=spark,503,195,2025-11-08 18:20:22
192.168.1.11,08/Nov/2025:04:05:54 +0000,DELETE,/cart,200,1643,2025-11-08 05:05:54
192.168.1.18,11/Nov/2025:18:06:23 +0000,POST,/products,404,1066,2025-11-11 19:06:23
192.168.1.5,05/Nov/2025:09:09:16 +0000,GET,/products/123,404,1464,2025-11-05 10:09:16
192.168.1.13,05/Nov/2025:23:42:12 +0000,PUT,/products/123,404,1715,2025-11-06 00:42:12
192.168.1.7,17/Nov/2025:09:13:26 +0000,GET,/cart,200,80,2025-11-17 10:13:26
192.168.1.5,13/Nov/2025:10:08:22 +0000,PUT,/images/logo.png,200,1726,2025-11-13 11:08:22
192.168.1.2,12/Nov/2025:12:04:31 +0000,GET,/api/data,404,496,2025-11-12 13:04:31
192.168.1.6,09/Nov/2025:13:33:51 +0000,DELETE,/error_page,404,438,2025-11-09 14:33:51
192.168.1.14,16/Nov/2025:18:38:36 +0000,PUT,/products,500,162,2025-11-16 19:38:36
192.168.1.4,13/Nov/2025:18:20:05 +0000,DELETE,/checkout,500,318,2025-11-13 19:20:05
192.168.1.1,07/Nov/2025:02:36:01 +0000,PUT,/home,200,69,2025-11-07 03:36:01
192.168.1.16,12/Nov/2025:14:56:43 +0000,POST,/api/data,404,389,2025-11-12 15:56:43
